Category ,Platform A,Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,Platform B,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
following celebrities or influencers,Twitter,1,4491415,756,29876,4499.996251,2206.571898,26.96692474,12.62828272,29.06982195,16646,22.74772633,2206.420734,Instagram ,5501,5908,400,7.19638941,2.635722866,1.772288783,0.341936472,0.825192942,28,86.32142857,1704.928571
following celebrities or influencers,Twitter,1,3741,1635,242,0.565491078,0.316667661,0.100503359,0.100503359,0.351840144,2,0,7.5,Instagram ,20,7,2,7.690823732,0.277305641,1.33150798,0.100503359,2.830626801,6,2,96.16666667
following celebrities or influencers,Twitter,1,25195,1443,15,1.661163736,0.100503359,0.354378899,0.354378899,5.062816338,4,6,6531,Instagram ,38,0,0,0.100503359,0.100503359,0.100503359,0.100503359,0.346838542,0,0,0
following celebrities or influencers,Twitter,1,57840,27137,5245,271.7598603,35.95580416,13.07938778,0.100503359,12.64288125,890,294.1707317,8733.976718,Instagram ,2470,357,119,1.12647413,0.323284483,0.337131953,0.337131953,0.596162195,5,60.6,1983
following celebrities or influencers,Twitter,0,49326,42259,1446,0.4523399,0.275537618,0.100503359,0.100503359,0.100503359,2,43,1651.5,Instagram ,11147,1500,474,40.59251241,5.923008807,19.64806445,1.861765207,12.26102921,128,107.4318182,2481.136364
following celebrities or influencers,Twitter,0,889300,183,5646,3237.313873,1964.290187,18.11728136,0.852602135,90.14584135,10953,10.02859198,1180.805341,Instagram ,65264,956,2672,226.7635499,72.14540532,3.781664532,2.047937242,3.063719197,887,68.70819304,1766.30752
following celebrities or influencers,Twitter,1,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364,Instagram ,489,473,16,2.215723419,0.538121765,0.100503359,0.100503359,0.362150068,10,91.9,2778.9
following celebrities or influencers,Twitter,1,23230,495,826,118.0524319,56.66829265,6.373205373,0.840719745,9.827004944,466,105.2106383,3589.004255,Instagram ,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623
following celebrities or influencers,Twitter,1,57840,27137,5245,271.7598603,35.95580416,13.07938778,0.100503359,12.64288125,890,294.1707317,8733.976718,Instagram ,723800,328,7257,1695.430195,317.463665,3.581056819,1.85822627,6.484085949,5210,13.59848771,1336.213611
following celebrities or influencers,Twitter,0,794,479,8,0.306073459,0.306073459,0.100503359,0.100503359,1.621980887,1,49,4969,Instagram ,631958,674,7522,614.9687449,329.330091,4.052278956,1.340565773,12.30503544,2536,35.83865939,2231.568979
following celebrities or influencers,Twitter,1,513424,6,10043,755.6325931,364.7131373,4.765334887,0.586102452,6.59206719,3166,22.89159638,1386.830366,Instagram ,11147,1500,474,40.59251241,5.923008807,19.64806445,1.861765207,12.26102921,128,107.4318182,2481.136364
following celebrities or influencers,Twitter,1,125438,983,4074,55.13726596,23.44613964,2.251398297,0.100503359,7.207908455,239,217.2416667,6466.733333,Instagram ,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889
following celebrities or influencers,Twitter,0,25195,1443,15,1.661163736,0.100503359,0.354378899,0.354378899,5.062816338,4,6,6531,Instagram ,267,352,8,0.301982614,0.100503359,0.334765667,0.100503359,0.566685352,1,92,1299
following celebrities or influencers,Twitter,0,1040229,725,13675,1420.43804,573.5926953,2.807441782,0.860356879,9.028718324,4970,83.0368755,4524.141554,Instagram ,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686
following celebrities or influencers,Twitter,0,598,600,11,12.53297639,0.100503359,3.069584115,0.100503359,2.764762084,30,53.63636364,1453.636364,Instagram ,323,542,6,0.100503359,0.100503359,0.100503359,0.100503359,0.608280084,0,0,0
following celebrities or influencers,Twitter,0,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623,Instagram ,2774790,20342,15836,5088.577165,6.183080679,0.810460608,0.339522141,1.081757307,18549,4.78133907,454.9678946
following celebrities or influencers,Twitter,0,272,733,5,1.566738198,0.346838542,1.574398779,0.337131953,1.052308108,6,28.5,554.5,Instagram ,127,36,2,0.100503359,0.100503359,0.100503359,0.100503359,0.34437519,0,0,0
food,Twitter,1,1259676,337,6109,908.6493215,211.333671,12.02178122,7.56564294,12.79238145,3366,10.04866608,1326.842861,Instagram ,335,469,16,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
food,Twitter,0,279,40,15,0.294043527,0.294043527,0.100503359,0.100503359,0.100503359,1,1,37,Instagram ,6232,551,221,5.079484188,1.05350499,2.089793752,0.837439237,1.347754718,16,23.17647059,755.1176471
food,Twitter,0,364,927,6,0.551680478,0.310247365,0.834980863,0.339522141,0.832590675,2,1.5,122,Instagram ,5922518,483,7594,65758.40354,32054.0556,1.61241011,0.100503359,2.631606754,187674,6.015693853,1199.636812
food,Twitter,1,662056,57,9224,3526.912969,77.15807031,0.849790132,0.100503359,1.629655113,13774,49.35638566,2269.359775,Instagram ,10527,769,634,9.395148105,1.236886923,4.123408022,0.588468738,4.134176005,40,127.25,4138.8
sports,Twitter,1,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228,Instagram ,1043,974,31,0.100503359,0.100503359,1.134269524,0.100503359,1.637349347,0,0,0
sports,Twitter,0,9512,12,213,52.16706846,23.18228843,0.362150068,0.100503359,6.806045259,195,11.67857143,564.0408163,Instagram ,186557,90762,3166,489.1063787,75.76887767,0.100503359,0.100503359,0.100503359,764,309.2204929,20356.01556
sports,Twitter,0,1043,81,40,2.718281338,0.932457738,0.100503359,0.100503359,0.100503359,10,21.5,1412.3,Instagram ,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5
sports,Twitter,1,9093,672,457,11.12202093,2.813523045,15.16593491,2.538667176,7.01675925,36,123.1388889,4708.166667,Instagram ,2470,357,119,1.12647413,0.323284483,0.337131953,0.337131953,0.596162195,5,60.6,1983
sports,Twitter,0,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429,Instagram ,2273871,4524,11946,6782.405338,2944.524245,12.95572329,2.791860977,66.2062083,21678,6.859364312,1113.202016
sports,Twitter,1,322682,37601,22232,176.5337159,42.33022138,6.849227229,1.345073398,4.359865448,696,234.3380682,7168.464489,Instagram ,2260661,233,12680,13580.62944,1883.090015,27.18280159,13.09838332,18.34972182,35645,16.87001748,2092.420044
sports,Twitter,1,5469,691,333,34.40858045,2.126531883,5.035576353,1.591848831,6.109326606,120,658.3629032,23205.76613,Instagram ,23257,216,1805,249.6996711,150.0746058,2.148015011,0.100503359,4.453697377,1046,42.72253788,1501.064394
sports,Twitter,1,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364,Instagram ,3764,703,222,5.270620537,1.601158569,2.338332561,0.100503359,1.59653867,18,139.4444444,4573.888889
sports,Twitter,1,864557,7352,19561,5744.732819,5311.507204,14.29579022,0.351840144,14.76374919,3641,65.87326203,3279.479679,Instagram ,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429
sports,Twitter,1,143101,128686,8742,874.2128732,347.6306673,4.49847062,0.100503359,34.97797772,2767,105.7347811,5276.96262,Instagram ,11427,1951,1069,31.20189707,9.467739321,12.70863997,1.091425381,16.99421869,126,322.8425197,6522.992126
sports,Twitter,0,26821,24787,144,8.148719827,7.707475357,1.058992818,1.058992818,42.47171266,12,121.6428571,15764.21429,Instagram ,117913,1299,9950,189.7552298,67.31022304,11.29483069,2.567269167,10.9337661,791,185.5420326,5535.939774
sports,Twitter,0,3722,285,103,17.14843513,2.717532222,5.878963793,0.610818839,3.583595517,61,79.40322581,5921.354839,Instagram ,4491415,756,29876,4499.996251,2206.571898,26.96692474,12.62828272,29.06982195,16646,22.74772633,2206.420734
sports,Twitter,0,565,613,34,11.7772064,1.050486116,5.644562091,1.866505408,5.865445093,34,76.5,2505.852941,Instagram ,1641075,695,14343,5237.291049,1080.583726,17.63611167,3.392829961,6.622205864,15102,9.583602027,1249.680529
sports,Twitter,0,18054,199,795,7.039250271,1.673073709,0.100503359,0.100503359,0.100503359,26,63.2962963,2809.296296,Instagram ,217791,5555,3550,482.5950578,172.8116672,23.6471224,3.620145699,16.39341528,1848,31.59396877,4164.886914
sports,Twitter,1,1607541,93,9876,389.5331197,217.6284422,0.359533601,0.100503359,0.849790132,1706,9.979033197,774.3989517,Instagram ,11018,160,447,2.928974511,0.880196779,0.100503359,0.100503359,0.590858926,9,19.5,1779.7
sports,Twitter,1,2470,357,119,1.12647413,0.323284483,0.337131953,0.337131953,0.596162195,5,60.6,1983,Instagram ,7147,737,112,2.332989727,0.71455634,0.862129981,0.100503359,1.357588703,11,13.27272727,520.1818182
sports,Twitter,1,501043,3289,6694,307.8053912,72.5250702,2.103644113,0.60409115,2.832401376,1093,70.65880218,4390.37931,Instagram ,1271,1503,59,0.297973177,0.297973177,0.100503359,0.100503359,0.100503359,1,0,12
sports,Twitter,1,508213,554,16338,3619.31077,878.3102338,7.828675702,2.267574259,23.62132386,12453,47.61790808,2314.93336,Instagram ,1404323,563,20057,967.7206417,579.4311277,4.473798492,0.805680232,6.24180594,4027,57.64383892,3201.293706
sports,Twitter,0,127,36,2,0.100503359,0.100503359,0.100503359,0.100503359,0.34437519,0,0,0,Instagram ,3081505,119234,316,19.17301992,9.949510803,0.100503359,0.100503359,0.100503359,66,55.64179104,17588.0597
sports,Twitter,0,38,0,0,0.100503359,0.100503359,0.100503359,0.100503359,0.346838542,0,0,0,Instagram ,5151,2195,213,23.00439711,13.52950273,4.849392376,2.588298595,4.371197408,95,96.58762887,2232.690722
sports,Twitter,1,117913,1299,9950,189.7552298,67.31022304,11.29483069,2.567269167,10.9337661,791,185.5420326,5535.939774,Instagram ,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0
sports,Twitter,1,794,892,32,1.336914175,0.362150068,1.059212559,0.337131953,0.822583964,4,0,68.5,Instagram ,3106,3232,47,4.12499755,2.571112801,0.100503359,0.100503359,1.109067979,17,5,531.9444444
sports,Twitter,0,228,302,3,0.583979388,0.100503359,0.100503359,0.100503359,0.362150068,2,166.5,11355,Instagram ,19562,17637,278,572.8748555,390.2936809,27.55204041,7.167556746,32.10190616,1762,23.46929577,1395.845634
sports,Twitter,1,5151,2195,213,23.00439711,13.52950273,4.849392376,2.588298595,4.371197408,95,96.58762887,2232.690722,Instagram ,489,473,16,2.215723419,0.538121765,0.100503359,0.100503359,0.362150068,10,91.9,2778.9
sports,Twitter,0,2045,2141,130,1.833418996,0.100503359,0.100503359,0.100503359,0.354378899,7,135.2857143,2754.285714,Instagram ,6966,594,449,14.22719332,10.53795533,0.835096614,0.100503359,1.812114064,44,100.9772727,2990.727273
sports,Twitter,1,7271,335,417,8.786665588,5.87623095,0.367462556,0.100503359,0.367462556,40,79.125,1841.3,Instagram ,2651,2838,195,15.75812622,5.319354395,14.17829981,1.368779512,6.621654561,60,89.03174603,3293.31746
sports,Twitter,0,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686,Instagram ,4760,425,96,5.011962263,1.407895897,0.100503359,0.100503359,0.100503359,22,3,277.5909091
sports,Twitter,0,33669,29327,883,128.414854,23.91963066,6.556255018,0.339522141,12.29220538,228,72.77922078,3492.194805,Instagram ,4557,82,167,7.337626165,4.397497314,0.100503359,0.100503359,2.092016958,25,12.44,398.76
sports,Twitter,0,426,442,33,0.356943299,0.100503359,0.349326776,0.100503359,0.349326776,1,1,28,Instagram ,344,350,15,3.326605932,0.279091522,1.50858643,0.810484751,2.22808125,10,36.1,1514.6
sports,Twitter,0,676,243,43,1.982530863,1.360640618,0.100503359,0.100503359,36.40163972,6,4.666666667,269.5,Instagram ,32342,2622,1061,64.64188177,21.49213085,22.25028766,0.583369585,27.51283755,271,184.2977941,7245.231618
sports,Twitter,1,501043,3289,6694,307.8053912,72.5250702,2.103644113,0.60409115,2.832401376,1093,70.65880218,4390.37931,Instagram ,6232,551,221,5.079484188,1.05350499,2.089793752,0.837439237,1.347754718,16,23.17647059,755.1176471
sports,Twitter,1,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228,Instagram ,1294,431,44,0.555204168,0.100503359,0.100503359,0.100503359,0.595962081,2,836,11447.5
sports,Twitter,1,489,259,22,0.100503359,0.100503359,0.603202317,0.100503359,0.603202317,0,0,0,Instagram ,7382,6113,79,6.808868944,3.18647868,0.100503359,0.100503359,0.334765667,28,38.46428571,2583.75
sports,Twitter,1,120772,468,6248,660.3840858,145.5393313,5.02997589,2.313890145,6.305116118,2302,60.59658849,2013.164606,Instagram ,71597,44262,1437,10.40356346,3.36535464,0.591205607,0.100503359,5.074567407,47,72.10638298,2146.893617
sports,Twitter,0,4363,221,165,7.362301949,0.100503359,4.031142365,0.860755107,2.563720818,21,109.6956522,5559.869565,Instagram ,2774790,20342,15836,5088.577165,6.183080679,0.810460608,0.339522141,1.081757307,18549,4.78133907,454.9678946
sports,Twitter,1,13263,317,895,5.176451652,2.544861717,1.307668924,0.100503359,0.583369585,23,176.8695652,5107.304348,Instagram ,51054,10721,2834,30.30200252,22.28031489,1.57105608,0.332423044,1.810074862,126,34.92063492,905.9761905
sports,Twitter,1,4189,2094,187,6.697365536,1.425678424,4.48360724,1.332954575,3.773553415,29,79.20689655,2846.793103,Instagram ,33669,29327,883,128.414854,23.91963066,6.556255018,0.339522141,12.29220538,228,72.77922078,3492.194805
sports,Twitter,0,231951,147,2404,52.17033274,5.463793055,1.927192518,0.613409142,0.88036834,222,44.04035874,6134.215247,Instagram ,92462,692,5259,141.5032042,35.28974662,3.787262788,0.596412376,3.041914981,578,97.38593482,4638.421955
sports,Twitter,0,236123,858,2794,77.19357338,23.97107646,12.54160129,2.550725068,12.60707242,307,159.2006472,5131.31068,Instagram ,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575
sports,Twitter,1,6225470,381,40506,16532.60226,9816.447536,6.292393245,4.340211535,11.88687309,61842,10.29783072,1115.07744,Instagram ,4363,221,165,7.362301949,0.100503359,4.031142365,0.860755107,2.563720818,21,109.6956522,5559.869565
sports,Twitter,0,279,83,13,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0,Instagram ,3358,412,210,18.21773378,5.081602424,3.010095399,0.850483529,2.541499074,69,74.52777778,1192.388889
sports,Twitter,0,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499,Instagram ,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485
sports,Twitter,1,4511,4962,163,4.737176446,1.230939182,1.414101722,0.364792964,2.456055135,17,20.44444444,937.3888889,Instagram ,6253,294,202,19.37170233,4.399481356,4.797069139,0.847683578,5.340897909,71,36.875,1101.472222
sports,Twitter,1,7360339,95,43590,12473.15006,9597.001073,5.323947293,1.353623527,8.266238728,46906,7.320319919,838.4865891,Instagram ,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364
sports,Twitter,0,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0,Instagram ,1634478,12567,38425,12725.70972,4935.335415,21.75985933,7.262186383,16.69141777,23939,24.4788244,2299.088294
sports,Twitter,1,53678,1751,496,191.4388697,62.72494492,0.100503359,0.100503359,0.100503359,599,15.17656766,3087.463696,Instagram ,3764,703,222,5.270620537,1.601158569,2.338332561,0.100503359,1.59653867,18,139.4444444,4573.888889
sports,Twitter,1,6231,555,479,67.57738263,26.92399055,1.833267817,0.346838542,4.774050789,230,209.7296137,5612.39485,Instagram ,1203,689,67,0.581003784,0.581003784,1.642786259,0.100503359,2.153153287,2,0.5,317.5
sports,Twitter,1,128305,213,942,140.038427,77.75204977,2.14953593,0.100503359,19.43406988,466,29.99364407,1643.379237,Instagram ,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485
sports,Twitter,1,7360339,95,43590,12473.15006,9597.001073,5.323947293,1.353623527,8.266238728,46906,7.320319919,838.4865891,Instagram ,5501,5908,400,7.19638941,2.635722866,1.772288783,0.341936472,0.825192942,28,86.32142857,1704.928571
sports,Twitter,1,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653,Instagram ,6231,555,479,67.57738263,26.92399055,1.833267817,0.346838542,4.774050789,230,209.7296137,5612.39485
sports,Twitter,0,2517,594,95,3.687720311,0.280895443,1.398711173,0.100503359,1.137064463,15,311.2,11618.26667,Instagram ,17759,1128,1850,37.21767229,14.15172365,2.841125978,0.341936472,2.804454502,147,253.7583893,3613.469799
sports,Twitter,0,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623,Instagram ,221001,906,8613,3933.238007,1574.386451,0.339522141,0.100503359,12.7373301,10560,42.96207826,1498.355423
sports,Twitter,0,364,927,6,0.551680478,0.310247365,0.834980863,0.339522141,0.832590675,2,1.5,122,Instagram ,1641075,695,14343,5237.291049,1080.583726,17.63611167,3.392829961,6.622205864,15102,9.583602027,1249.680529
